obs_id,osm_url
194028297,https://www.openstreetmap.org/node/353469160
193932353,https://www.openstreetmap.org/node/4810238838
193883752,https://www.openstreetmap.org/node/4565394685
193733460,https://www.openstreetmap.org/node/353469160
193698705,https://www.openstreetmap.org/node/676026140
193491864,https://www.openstreetmap.org/node/11940433519
193217442,https://www.openstreetmap.org/node/11709307205
193038772,https://www.openstreetmap.org/node/502431115
192805556,https://www.openstreetmap.org/node/1259587250
192192420,https://www.openstreetmap.org/node/1357054945
191883323,https://www.openstreetmap.org/node/4565394685
191858087,https://www.openstreetmap.org/node/1371366506
190769249,https://www.openstreetmap.org/node/13892536456
190768677,https://www.openstreetmap.org/node/8891038209
190554685,https://www.openstreetmap.org/node/353469160
190476095,https://www.openstreetmap.org/node/6332306062
189923489,https://www.openstreetmap.org/node/6635516819
189428669,https://www.openstreetmap.org/node/3131913605
189307213,https://www.openstreetmap.org/node/6209432005
187331449,https://www.openstreetmap.org/node/10935096569
187081959,https://www.openstreetmap.org/node/9447131898
186366379,https://www.openstreetmap.org/node/5566642127
184786266,https://www.openstreetmap.org/node/676026140
184341002,https://www.openstreetmap.org/node/5566642127
183790527,https://www.openstreetmap.org/node/5595234842
183502807,https://www.openstreetmap.org/node/676026140
183487972,https://www.openstreetmap.org/node/2578570938
182929280,https://www.openstreetmap.org/node/353469160
182615108,https://www.openstreetmap.org/node/455984558
182591581,https://www.openstreetmap.org/node/313753662
182286920,https://www.openstreetmap.org/node/12455541903
180442038,https://www.openstreetmap.org/node/13892536456
180347216,https://www.openstreetmap.org/node/12344493920
178545927,https://www.openstreetmap.org/node/1259587250
178505462,https://www.openstreetmap.org/node/7161353478
178469090,https://www.openstreetmap.org/node/1419409788
178442278,https://www.openstreetmap.org/node/8431428631
178128846,https://www.openstreetmap.org/node/8344369744
178005298,https://www.openstreetmap.org/node/7161353478
177963701,https://www.openstreetmap.org/node/3270091965
177255327,https://www.openstreetmap.org/node/1259587250
177050858,https://www.openstreetmap.org/node/2780045653
177036113,https://www.openstreetmap.org/node/7954386115
176287431,https://www.openstreetmap.org/node/6832096587
175558796,https://www.openstreetmap.org/node/11461245474
175542266,https://www.openstreetmap.org/node/4899233243
174579122,https://www.openstreetmap.org/node/6095571785
173916252,https://www.openstreetmap.org/node/902496218
173694980,https://www.openstreetmap.org/node/3131913605
172583908,https://www.openstreetmap.org/node/5566642127
172572384,https://www.openstreetmap.org/node/12492483351
172059991,https://www.openstreetmap.org/node/11161772098
170738308,https://www.openstreetmap.org/node/5940861986
166274561,https://www.openstreetmap.org/node/13298174157
166168839,https://www.openstreetmap.org/node/5595234842
166047934,https://www.openstreetmap.org/node/1259587250
165921165,https://www.openstreetmap.org/node/1259587250
165355463,https://www.openstreetmap.org/node/13274209501
165280940,https://www.openstreetmap.org/node/683216135
164872503,https://www.openstreetmap.org/node/2767057311
163199915,https://www.openstreetmap.org/node/11461009132
163137533,https://www.openstreetmap.org/node/10844452366
