Family,Species name,Europe Category,Europe Endemic,EU27 Category,EU27 Endemic
GEOMETRIDAE,Camptogramma grisescens,DD,No,DD,No
GEOMETRIDAE,Camptogramma scripturata,LC,Yes,LC,No
GEOMETRIDAE,Carsia lythoxylata,NT,No,NT,No
GEOMETRIDAE,Carsia sororiata,LC,No,LC,No
GEOMETRIDAE,Casilda antophilaria,LC,No,LC,No
GEOMETRIDAE,Casilda consecraria,LC,No,LC,No
GEOMETRIDAE,Cataclysme dissimilata,LC,Yes,LC,Yes
GEOMETRIDAE,Cataclysme riguata,LC,No,LC,No
GEOMETRIDAE,Cataclysme uniformata,LC,No,LC,No
GEOMETRIDAE,Catarhoe basochesiata,LC,No,LC,No
GEOMETRIDAE,Catarhoe cuculata,LC,No,LC,No
GEOMETRIDAE,Catarhoe hortulanaria,LC,No,,No
GEOMETRIDAE,Catarhoe mazeli,DD,No,DD,No
GEOMETRIDAE,Catarhoe permixtaria,LC,No,LC,No
GEOMETRIDAE,Catarhoe putridaria,LC,No,LC,No
GEOMETRIDAE,Catarhoe rubidata,NT,No,NT,No
GEOMETRIDAE,Celonoptera mirificaria,LC,Yes,LC,No
GEOMETRIDAE,Cepphis advenaria,LC,No,LC,No
GEOMETRIDAE,Chariaspilates formosaria,EN,No,EN,No
GEOMETRIDAE,Charissa ambiguata,LC,No,LC,No
GEOMETRIDAE,Charissa assoi,DD,Yes,DD,Yes
GEOMETRIDAE,Charissa canariensis,LC,Yes,LC,Yes
GEOMETRIDAE,Charissa corsica,LC,Yes,LC,Yes
GEOMETRIDAE,Charissa crenulata,LC,Yes,LC,Yes
GEOMETRIDAE,Charissa difficilis,DD,No,,No
GEOMETRIDAE,Charissa glaucinaria,LC,No,LC,No
GEOMETRIDAE,Charissa graecaria,LC,No,LC,No
GEOMETRIDAE,Charissa intermedia,LC,Yes,LC,No
GEOMETRIDAE,Charissa italohelveticus,LC,Yes,DD,No
GEOMETRIDAE,Charissa mucidaria,NT,No,NT,No
GEOMETRIDAE,Charissa mutilata,VU,No,VU,No
GEOMETRIDAE,Charissa obscurata,LC,No,LC,No
GEOMETRIDAE,Charissa onustaria,LC,No,LC,No
GEOMETRIDAE,Charissa peloponnesiaria,DD,Yes,DD,Yes
GEOMETRIDAE,Charissa pentheri,DD,Yes,DD,No
GEOMETRIDAE,Charissa pfeifferi,DD,No,DD,No
GEOMETRIDAE,Charissa predotae,LC,Yes,LC,Yes
GEOMETRIDAE,Charissa pullata,LC,Yes,LC,No
GEOMETRIDAE,Charissa staudingeri,LC,No,LC,No
GEOMETRIDAE,Charissa subtaurica,LC,No,LC,No
GEOMETRIDAE,Charissa supinaria,LC,Yes,LC,No
GEOMETRIDAE,Charissa turfosaria,NA,No,,No
GEOMETRIDAE,Charissa variegata,LC,Yes,LC,No
GEOMETRIDAE,Charissa zeitunaria,DD,No,DD,No
GEOMETRIDAE,Chemerina caliginearia,NT,No,NT,No
GEOMETRIDAE,Chesias angeri,CR,Yes,CR,Yes
GEOMETRIDAE,Chesias capriata,LC,Yes,LC,Yes
GEOMETRIDAE,Chesias isabella,LC,No,LC,No
GEOMETRIDAE,Chesias legatella,LC,No,LC,No
GEOMETRIDAE,Chesias linogrisearia,LC,Yes,LC,Yes
GEOMETRIDAE,Chesias rhegmatica,DD,Yes,DD,Yes
GEOMETRIDAE,Chesias rufata,LC,No,LC,No
GEOMETRIDAE,Chiasmia aestimaria,LC,No,LC,No
GEOMETRIDAE,Chiasmia clathrata,LC,No,LC,No
GEOMETRIDAE,Chlorissa cloraria,LC,No,LC,No
GEOMETRIDAE,Chlorissa viridata,LC,No,LC,No
GEOMETRIDAE,Chloroclysta miata,LC,No,LC,No
GEOMETRIDAE,Chloroclysta siterata,LC,No,LC,No
GEOMETRIDAE,Chloroclystis v-ata,LC,No,LC,No
GEOMETRIDAE,Chondrosoma fiduciaria,EN,No,EN,No
GEOMETRIDAE,Cidaria fulvata,LC,No,LC,No
GEOMETRIDAE,Cinglis andalusiaria,LC,No,LC,No
GEOMETRIDAE,Cinglis humifusaria,DD,No,,No
GEOMETRIDAE,Cleora cinctaria,LC,No,LC,No
GEOMETRIDAE,Cleorodes lichenaria,NT,No,NT,No
GEOMETRIDAE,Cleta filacearia,VU,No,VU,No
GEOMETRIDAE,Cleta perpusillaria,DD,No,,No
GEOMETRIDAE,Cleta ramosaria,LC,No,LC,No
GEOMETRIDAE,Coenocalpe lapidata,NT,No,VU,No
GEOMETRIDAE,Coenocalpe millierata,LC,No,LC,No
GEOMETRIDAE,Coenotephria ablutaria,LC,No,LC,No
GEOMETRIDAE,Coenotephria antonii,VU,Yes,VU,Yes
GEOMETRIDAE,Coenotephria christlae,LC,Yes,LC,Yes
GEOMETRIDAE,Coenotephria salicata,LC,Yes,LC,No
GEOMETRIDAE,Coenotephria schneideraria,DD,No,DD,No
GEOMETRIDAE,Coenotephria tophaceata,LC,No,LC,No
GEOMETRIDAE,Colostygia aptata,LC,No,LC,No
GEOMETRIDAE,Colostygia aqueata,LC,Yes,LC,No
GEOMETRIDAE,Colostygia austriacaria,EN,Yes,EN,No
GEOMETRIDAE,Colostygia cyrnea,DD,Yes,DD,Yes
GEOMETRIDAE,Colostygia fitzi,DD,Yes,DD,No
GEOMETRIDAE,Colostygia hilariata,LC,Yes,LC,Yes
GEOMETRIDAE,Colostygia kitschelti,EN,Yes,EN,Yes
GEOMETRIDAE,Colostygia kollariaria,LC,Yes,LC,No
GEOMETRIDAE,Colostygia laetaria,LC,Yes,LC,No
GEOMETRIDAE,Colostygia multistrigaria,NT,Yes,NT,No
GEOMETRIDAE,Colostygia olivata,LC,No,LC,No
GEOMETRIDAE,Colostygia pectinataria,LC,No,LC,No
GEOMETRIDAE,Colostygia puengeleri,EN,Yes,EN,No
GEOMETRIDAE,Colostygia sericeata,LC,No,LC,No
GEOMETRIDAE,Colostygia stilpna,NT,Yes,NT,Yes
GEOMETRIDAE,Colostygia tempestaria,NT,Yes,NT,Yes
GEOMETRIDAE,Colostygia turbata,VU,No,VU,No
GEOMETRIDAE,Colostygia wolfschlaegerae,DD,No,DD,No
GEOMETRIDAE,Colotois pennaria,LC,No,LC,No
GEOMETRIDAE,Comibaena bajularia,LC,No,LC,No
GEOMETRIDAE,Comibaena pseudoneriaria,LC,Yes,LC,Yes
GEOMETRIDAE,Compsoptera argentaria,DD,No,DD,No
GEOMETRIDAE,Compsoptera jourdanaria,LC,No,LC,No
GEOMETRIDAE,Compsoptera opacaria,LC,No,LC,No
GEOMETRIDAE,Cosmorhoe ocellata,LC,No,LC,No
GEOMETRIDAE,Costaconvexa centrostrigaria,NA,No,NA,No
GEOMETRIDAE,Costaconvexa polygrammata,LC,No,LC,No
GEOMETRIDAE,Crocallis albarracina,LC,Yes,LC,Yes
GEOMETRIDAE,Crocallis auberti,LC,No,LC,No
GEOMETRIDAE,Crocallis bacalladoi,DD,Yes,DD,Yes
GEOMETRIDAE,Crocallis boisduvaliaria,DD,No,DD,No
GEOMETRIDAE,Crocallis cypriaca,DD,Yes,DD,Yes
GEOMETRIDAE,Crocallis dardoinaria,LC,No,LC,No
GEOMETRIDAE,Crocallis elinguaria,LC,No,LC,No
GEOMETRIDAE,Crocallis helenaria,LC,Yes,LC,Yes
GEOMETRIDAE,Crocallis matillae,DD,Yes,DD,Yes
GEOMETRIDAE,Crocallis tusciaria,LC,No,LC,No
GEOMETRIDAE,Crocota niveata,EN,Yes,EN,Yes
GEOMETRIDAE,Crocota peletieraria,LC,Yes,LC,No
GEOMETRIDAE,Crocota pseudotinctaria,LC,Yes,LC,No
GEOMETRIDAE,Crocota tinctaria,LC,Yes,LC,No
GEOMETRIDAE,Culpinia prouti,DD,No,DD,No
GEOMETRIDAE,Cyclophora albiocellaria,LC,No,LC,No
GEOMETRIDAE,Cyclophora albipunctata,LC,No,LC,No
GEOMETRIDAE,Cyclophora annularia,LC,No,LC,No
GEOMETRIDAE,Cyclophora ariadne,LC,Yes,LC,Yes
GEOMETRIDAE,Cyclophora azorensis,LC,Yes,LC,Yes
GEOMETRIDAE,Cyclophora hyponoea,LC,No,LC,No
GEOMETRIDAE,Cyclophora lennigiaria,LC,No,LC,No
GEOMETRIDAE,Cyclophora linearia,LC,No,LC,No
GEOMETRIDAE,Cyclophora maderensis,LC,Yes,LC,Yes
GEOMETRIDAE,Cyclophora pendularia,LC,No,LC,No
GEOMETRIDAE,Cyclophora porata,LC,No,LC,No
GEOMETRIDAE,Cyclophora punctaria,LC,No,LC,No
GEOMETRIDAE,Cyclophora puppillaria,LC,No,LC,No
GEOMETRIDAE,Cyclophora quercimontaria,LC,No,LC,No
GEOMETRIDAE,Cyclophora ruficiliaria,LC,No,LC,No
GEOMETRIDAE,Cyclophora serveti,DD,Yes,DD,Yes
GEOMETRIDAE,Cyclophora suppunctaria,LC,No,LC,No
GEOMETRIDAE,Dasycorsa modesta,LC,No,LC,No
GEOMETRIDAE,Dasypteroma thaumasia,LC,No,LC,No
GEOMETRIDAE,Deileptenia ribeata,LC,No,LC,No
GEOMETRIDAE,Dicrognophos sartata,LC,No,LC,No
GEOMETRIDAE,Dicrognophos siciliana,LC,Yes,LC,Yes
GEOMETRIDAE,Digrammia rippertaria,VU,No,VU,No
GEOMETRIDAE,Docirava dervenaria,DD,No,DD,No
GEOMETRIDAE,Docirava musculata,DD,No,DD,No
GEOMETRIDAE,Dyschloropsis impararia,DD,No,,No
GEOMETRIDAE,Dyscia conspersaria,VU,No,VU,No
GEOMETRIDAE,Dyscia crassipunctaria,LC,Yes,LC,Yes
GEOMETRIDAE,Dyscia distinctaria,LC,Yes,LC,Yes
GEOMETRIDAE,Dyscia fagaria,NT,No,VU,No
GEOMETRIDAE,Dyscia govii,LC,Yes,LC,Yes
GEOMETRIDAE,Dyscia innocentaria,LC,No,LC,No
GEOMETRIDAE,Dyscia lentiscaria,LC,No,LC,No
GEOMETRIDAE,Dyscia malatyana,DD,No,,No
GEOMETRIDAE,Dyscia penulataria,LC,No,LC,No
GEOMETRIDAE,Dyscia raunaria,LC,Yes,LC,No
GEOMETRIDAE,Dyscia royaria,LC,Yes,LC,Yes
GEOMETRIDAE,Dyscia simplicaria,DD,Yes,DD,Yes
GEOMETRIDAE,Dysstroma citrata,LC,No,LC,No
GEOMETRIDAE,Dysstroma infuscata,LC,No,LC,No
GEOMETRIDAE,Dysstroma latefasciata,LC,No,LC,No
GEOMETRIDAE,Dysstroma pseudimmanata,DD,No,,No
GEOMETRIDAE,Dysstroma truncata,LC,No,LC,No
GEOMETRIDAE,Earophila badiata,LC,No,LC,No
GEOMETRIDAE,Ecleora solieraria,LC,Yes,LC,No
GEOMETRIDAE,Ecliptopera capitata,LC,No,LC,No
GEOMETRIDAE,Ecliptopera silaceata,LC,No,LC,No
GEOMETRIDAE,Ectropis crepuscularia,LC,No,LC,No
GEOMETRIDAE,Eilicrinia cordiaria,LC,No,LC,No
GEOMETRIDAE,Eilicrinia subcordaria,DD,No,,No
GEOMETRIDAE,Eilicrinia trinotata,LC,No,LC,No
GEOMETRIDAE,Ekboarmia atlanticaria,LC,No,LC,No
GEOMETRIDAE,Ekboarmia miniaria,EN,Yes,EN,Yes
GEOMETRIDAE,Ekboarmia sagnesi,VU,Yes,VU,Yes
GEOMETRIDAE,Electrophaes corylata,LC,No,LC,No
GEOMETRIDAE,Elophos andereggaria,EN,Yes,EN,No
GEOMETRIDAE,Elophos caelibaria,EN,Yes,EN,No
GEOMETRIDAE,Elophos operaria,LC,Yes,LC,No
GEOMETRIDAE,Elophos zirbitzensis,CR,Yes,CR,Yes
GEOMETRIDAE,Ematurga atomaria,LC,No,LC,No
GEOMETRIDAE,Emmiltis pygmaearia,EN,Yes,EN,No
GEOMETRIDAE,Enanthyperythra legataria,DD,No,DD,No
GEOMETRIDAE,Ennomos alniaria,LC,No,LC,No
GEOMETRIDAE,Ennomos autumnaria,LC,No,LC,No
GEOMETRIDAE,Ennomos duercki,DD,No,DD,No
GEOMETRIDAE,Ennomos effractaria,DD,No,,No
GEOMETRIDAE,Ennomos erosaria,LC,No,LC,No
GEOMETRIDAE,Ennomos fuscantaria,LC,No,LC,No
GEOMETRIDAE,Ennomos lissochila,DD,Yes,DD,Yes
GEOMETRIDAE,Ennomos quercaria,VU,No,VU,No
GEOMETRIDAE,Ennomos quercinaria,LC,No,LC,No
GEOMETRIDAE,Entephria byssata,NT,No,NT,No
GEOMETRIDAE,Entephria caeruleata,LC,Yes,LC,Yes
GEOMETRIDAE,Entephria caesiata,LC,No,LC,No
GEOMETRIDAE,Entephria contestata,EN,Yes,LC,No
GEOMETRIDAE,Entephria cyanata,EN,No,EN,No
GEOMETRIDAE,Entephria flavata,LC,Yes,LC,No
GEOMETRIDAE,Entephria flavicinctata,LC,No,LC,No
GEOMETRIDAE,Entephria infidaria,NT,No,NT,No
GEOMETRIDAE,Entephria nobiliaria,LC,Yes,LC,No
GEOMETRIDAE,Entephria polata,LC,No,LC,No
GEOMETRIDAE,Epilobophora sabinata,LC,Yes,LC,No
GEOMETRIDAE,Epione repandaria,LC,No,LC,No
GEOMETRIDAE,Epione vespertaria,LC,No,LC,No
GEOMETRIDAE,Epirranthis diversata,LC,No,LC,No
GEOMETRIDAE,Epirrhoe alternata,LC,No,LC,No
GEOMETRIDAE,Epirrhoe balearia,DD,Yes,DD,Yes
GEOMETRIDAE,Epirrhoe galiata,LC,No,LC,No
GEOMETRIDAE,Epirrhoe hastulata,LC,No,LC,No
GEOMETRIDAE,Epirrhoe molluginata,NT,No,NT,No
GEOMETRIDAE,Epirrhoe pupillata,DD,No,EN,No
GEOMETRIDAE,Epirrhoe rivata,LC,No,LC,No
GEOMETRIDAE,Epirrhoe sandosaria,LC,No,LC,No
GEOMETRIDAE,Epirrhoe tartuensis,NT,No,NT,No
GEOMETRIDAE,Epirrhoe timozzaria,DD,Yes,DD,Yes
GEOMETRIDAE,Epirrhoe tristata,LC,No,LC,No
GEOMETRIDAE,Epirrita autumnata,LC,No,LC,No
GEOMETRIDAE,Epirrita christyi,LC,No,LC,No
GEOMETRIDAE,Epirrita dilutata,LC,No,LC,No
GEOMETRIDAE,Epirrita filigrammaria,NT,Yes,NT,No
GEOMETRIDAE,Epirrita terminassianae,DD,No,DD,No
GEOMETRIDAE,Episauris kiliani,LC,Yes,DD,No
GEOMETRIDAE,Erannis ankeraria,EN,No,EN,No
GEOMETRIDAE,Erannis declinans,DD,No,DD,No
GEOMETRIDAE,Erannis defoliaria,LC,No,LC,No
GEOMETRIDAE,Euchoeca nebulata,LC,No,LC,No
GEOMETRIDAE,Eucrostes indigenata,LC,No,LC,No
GEOMETRIDAE,Eulithis mellinata,LC,No,LC,No
GEOMETRIDAE,Eulithis peloponnesiaca,DD,Yes,DD,Yes
GEOMETRIDAE,Eulithis populata,LC,No,LC,No
GEOMETRIDAE,Eulithis prunata,LC,No,LC,No
GEOMETRIDAE,Eulithis pyropata,LC,No,LC,No
GEOMETRIDAE,Eulithis testata,LC,No,LC,No
GEOMETRIDAE,Eumannia arenbergeri,DD,Yes,DD,Yes
GEOMETRIDAE,Eumannia oppositaria,DD,No,DD,No
GEOMETRIDAE,Eumannia oranaria,LC,No,LC,No
GEOMETRIDAE,Eumera mulier,DD,Yes,DD,Yes
GEOMETRIDAE,Eumera regina,LC,No,LC,No
GEOMETRIDAE,Euphyia adumbraria,LC,Yes,LC,No
GEOMETRIDAE,Euphyia biangulata,LC,No,NT,No
GEOMETRIDAE,Euphyia frustata,LC,No,LC,No
GEOMETRIDAE,Euphyia mesembrina,NT,Yes,NT,No
GEOMETRIDAE,Euphyia unangulata,LC,No,LC,No
GEOMETRIDAE,Euphyia vallantinaria,DD,No,DD,No
GEOMETRIDAE,Eupithecia abbreviata,LC,No,LC,No
GEOMETRIDAE,Eupithecia abietaria,LC,No,LC,No
GEOMETRIDAE,Eupithecia absinthiata,LC,No,LC,No
GEOMETRIDAE,Eupithecia actaeata,LC,No,LC,No
GEOMETRIDAE,Eupithecia addictata,LC,No,LC,No
GEOMETRIDAE,Eupithecia aggregata,NA,No,NA,No
GEOMETRIDAE,Eupithecia alliaria,LC,No,LC,No
GEOMETRIDAE,Eupithecia analoga,LC,No,LC,No
GEOMETRIDAE,Eupithecia antalica,LC,No,LC,No
GEOMETRIDAE,Eupithecia assimilata,LC,No,LC,No
GEOMETRIDAE,Eupithecia atlanticata,DD,Yes,DD,Yes
GEOMETRIDAE,Eupithecia barteli,NA,No,,No
GEOMETRIDAE,Eupithecia biornata,DD,No,DD,No
GEOMETRIDAE,Eupithecia boryata,LC,Yes,LC,Yes
GEOMETRIDAE,Eupithecia breviculata,LC,No,LC,No
GEOMETRIDAE,Eupithecia carpophagata,EN,Yes,EN,No
GEOMETRIDAE,Eupithecia cauchiata,NT,Yes,NT,No
GEOMETRIDAE,Eupithecia centaureata,LC,No,LC,No
GEOMETRIDAE,Eupithecia cerussaria,DD,No,DD,No
GEOMETRIDAE,Eupithecia chalikophila,DD,No,DD,No
GEOMETRIDAE,Eupithecia cocciferata,LC,No,LC,No
GEOMETRIDAE,Eupithecia conterminata,LC,No,LC,No
GEOMETRIDAE,Eupithecia cooptata,DD,Yes,DD,Yes
GEOMETRIDAE,Eupithecia cretaceata,LC,Yes,LC,No
GEOMETRIDAE,Eupithecia cuculliaria,LC,No,LC,No
GEOMETRIDAE,Eupithecia denotata,LC,No,LC,No
GEOMETRIDAE,Eupithecia denticulata,NT,No,NT,No
GEOMETRIDAE,Eupithecia dissertata,DD,No,DD,No
GEOMETRIDAE,Eupithecia distinctaria,LC,No,LC,No
GEOMETRIDAE,Eupithecia dodoneata,LC,No,LC,No
GEOMETRIDAE,Eupithecia druentiata,LC,Yes,LC,No
GEOMETRIDAE,Eupithecia dubiosa,DD,No,DD,No
GEOMETRIDAE,Eupithecia egenaria,LC,No,LC,No
GEOMETRIDAE,Eupithecia ericeata,LC,No,LC,No
GEOMETRIDAE,Eupithecia exiguata,LC,No,LC,No
GEOMETRIDAE,Eupithecia expallidata,LC,No,LC,No
GEOMETRIDAE,Eupithecia extensaria,EN,No,EN,No
GEOMETRIDAE,Eupithecia extraversaria,LC,No,NT,No
GEOMETRIDAE,Eupithecia extremata,NT,No,NT,No
GEOMETRIDAE,Eupithecia fennoscandica,NT,No,NT,No
GEOMETRIDAE,Eupithecia furcata,DD,No,,No
GEOMETRIDAE,Eupithecia fuscicostata,DD,No,DD,No
GEOMETRIDAE,Eupithecia gelidata,LC,No,LC,No
GEOMETRIDAE,Eupithecia gemellata,LC,No,LC,No
GEOMETRIDAE,Eupithecia gomerensis,DD,Yes,DD,Yes
GEOMETRIDAE,Eupithecia goossensiata,LC,Yes,LC,No
GEOMETRIDAE,Eupithecia graphata,LC,No,LC,No
GEOMETRIDAE,Eupithecia gratiosata,LC,No,LC,No
GEOMETRIDAE,Eupithecia groenblomi,LC,No,LC,No
GEOMETRIDAE,Eupithecia gueneata,LC,No,LC,No
GEOMETRIDAE,Eupithecia gypsophilata,DD,Yes,DD,Yes
GEOMETRIDAE,Eupithecia haworthiata,LC,No,LC,No
GEOMETRIDAE,Eupithecia icterata,LC,No,LC,No
GEOMETRIDAE,Eupithecia immundata,LC,Yes,LC,No
GEOMETRIDAE,Eupithecia impurata,LC,No,LC,No
GEOMETRIDAE,Eupithecia inconspicuata,DD,No,DD,No
GEOMETRIDAE,Eupithecia indigata,LC,No,LC,No
GEOMETRIDAE,Eupithecia innotata,LC,No,LC,No
GEOMETRIDAE,Eupithecia insigniata,NT,No,NT,No
GEOMETRIDAE,Eupithecia intricata,LC,No,LC,No
GEOMETRIDAE,Eupithecia inturbata,LC,No,LC,No
GEOMETRIDAE,Eupithecia irriguata,LC,No,LC,No
GEOMETRIDAE,Eupithecia karadaghensis,DD,No,,No
GEOMETRIDAE,Eupithecia lanceata,LC,No,LC,No
GEOMETRIDAE,Eupithecia laquaearia,LC,No,LC,No
GEOMETRIDAE,Eupithecia lariciata,LC,No,LC,No
GEOMETRIDAE,Eupithecia latipennata,DD,Yes,DD,Yes
GEOMETRIDAE,Eupithecia lentiscata,LC,Yes,LC,Yes
GEOMETRIDAE,Eupithecia liguriata,LC,No,LC,No
GEOMETRIDAE,Eupithecia limbata,LC,No,LC,No
GEOMETRIDAE,Eupithecia linariata,LC,No,LC,No
GEOMETRIDAE,Eupithecia mandarinca,DD,No,,No
GEOMETRIDAE,Eupithecia marginata,NA,No,NA,No
GEOMETRIDAE,Eupithecia maspalomae,DD,Yes,DD,Yes
GEOMETRIDAE,Eupithecia massiliata,LC,No,LC,No
GEOMETRIDAE,Eupithecia millefoliata,LC,No,LC,No
GEOMETRIDAE,Eupithecia minusculata,LC,No,LC,No
GEOMETRIDAE,Eupithecia moecha,DD,No,,No
GEOMETRIDAE,Eupithecia mystica,DD,No,DD,No
GEOMETRIDAE,Eupithecia nanata,LC,No,LC,No
GEOMETRIDAE,Eupithecia ochridata,LC,No,LC,No
GEOMETRIDAE,Eupithecia orana,LC,No,LC,No
GEOMETRIDAE,Eupithecia orphnata,NT,No,NT,No
GEOMETRIDAE,Eupithecia oxycedrata,LC,No,LC,No
GEOMETRIDAE,Eupithecia pantellata,LC,No,LC,No
GEOMETRIDAE,Eupithecia pauxillaria,LC,Yes,LC,No
GEOMETRIDAE,Eupithecia pernotata,NT,No,NT,No
GEOMETRIDAE,Eupithecia phoeniceata,LC,No,LC,No
GEOMETRIDAE,Eupithecia pimpinellata,LC,No,LC,No
GEOMETRIDAE,Eupithecia plumbeolata,LC,No,LC,No
GEOMETRIDAE,Eupithecia poecilata,DD,Yes,DD,Yes
GEOMETRIDAE,Eupithecia praealta,DD,No,DD,No
GEOMETRIDAE,Eupithecia pulchellata,LC,No,LC,No
GEOMETRIDAE,Eupithecia pusillata,LC,No,LC,No
GEOMETRIDAE,Eupithecia pygmaeata,LC,No,LC,No
GEOMETRIDAE,Eupithecia pyreneata,LC,No,LC,No
GEOMETRIDAE,Eupithecia quercetica,LC,No,LC,No
GEOMETRIDAE,Eupithecia reisserata,LC,No,LC,No
GEOMETRIDAE,Eupithecia riparia,DD,Yes,DD,No
GEOMETRIDAE,Eupithecia rosai,LC,Yes,LC,Yes
GEOMETRIDAE,Eupithecia rosmarinata,LC,No,LC,No
GEOMETRIDAE,Eupithecia santolinata,DD,Yes,DD,Yes
GEOMETRIDAE,Eupithecia sardoa,DD,No,DD,No
GEOMETRIDAE,Eupithecia satyrata,LC,No,LC,No
GEOMETRIDAE,Eupithecia scalptata,DD,No,DD,No
GEOMETRIDAE,Eupithecia schiefereri,NT,No,NT,No
GEOMETRIDAE,Eupithecia schuetzeata,LC,Yes,LC,Yes
GEOMETRIDAE,Eupithecia scopariata,LC,No,LC,No
GEOMETRIDAE,Eupithecia selinata,LC,No,LC,No
GEOMETRIDAE,Eupithecia semigraphata,LC,No,LC,No
GEOMETRIDAE,Eupithecia senorita,LC,No,LC,No
GEOMETRIDAE,Eupithecia silenata,VU,No,VU,No
GEOMETRIDAE,Eupithecia silenicolata,LC,No,LC,No
GEOMETRIDAE,Eupithecia simpliciata,LC,No,LC,No
GEOMETRIDAE,Eupithecia sinuosaria,VU,No,VU,No
GEOMETRIDAE,Eupithecia spadiceata,DD,No,DD,No
GEOMETRIDAE,Eupithecia spissilineata,LC,No,LC,No
GEOMETRIDAE,Eupithecia stertzi,LC,Yes,LC,Yes
GEOMETRIDAE,Eupithecia subfuscata,LC,No,LC,No
GEOMETRIDAE,Eupithecia suboxydata,DD,No,,No
GEOMETRIDAE,Eupithecia subumbrata,LC,No,LC,No
GEOMETRIDAE,Eupithecia succenturiata,LC,No,LC,No
GEOMETRIDAE,Eupithecia sutiliata,DD,No,DD,No
GEOMETRIDAE,Eupithecia tantillaria,LC,No,LC,No
GEOMETRIDAE,Eupithecia tenerifensis,LC,Yes,LC,Yes
GEOMETRIDAE,Eupithecia tenuiata,LC,No,LC,No
GEOMETRIDAE,Eupithecia thalictrata,VU,No,VU,No
GEOMETRIDAE,Eupithecia tripunctaria,LC,No,LC,No
GEOMETRIDAE,Eupithecia trisignaria,LC,No,LC,No
GEOMETRIDAE,Eupithecia ultimaria,LC,No,LC,No
GEOMETRIDAE,Eupithecia undata,VU,Yes,VU,No
GEOMETRIDAE,Eupithecia unedonata,LC,No,LC,No
GEOMETRIDAE,Eupithecia unitaria,DD,No,DD,No
GEOMETRIDAE,Eupithecia usbeca,DD,No,,No
GEOMETRIDAE,Eupithecia valerianata,LC,No,LC,No
GEOMETRIDAE,Eupithecia variostrigata,LC,No,LC,No
GEOMETRIDAE,Eupithecia venosata,LC,No,LC,No
GEOMETRIDAE,Eupithecia veratraria,LC,No,LC,No
GEOMETRIDAE,Eupithecia virgaureata,LC,No,LC,No
GEOMETRIDAE,Eupithecia vulgata,LC,No,LC,No
GEOMETRIDAE,Eupithecia weissi,LC,No,LC,No
GEOMETRIDAE,Eurranthis plummistaria,LC,No,LC,No
GEOMETRIDAE,Eustroma reticulata,LC,No,LC,No
GEOMETRIDAE,Fagivorina arenaria,NT,Yes,NT,No
GEOMETRIDAE,Gagitodes sagittata,VU,No,VU,No
GEOMETRIDAE,Gandaritis pyraliata,LC,No,LC,No
GEOMETRIDAE,Geometra papilionaria,LC,No,LC,No
GEOMETRIDAE,Gerinia honoraria,VU,No,VU,No
GEOMETRIDAE,Gnophos furvata,LC,Yes,LC,No
GEOMETRIDAE,Gnophos obfuscata,LC,No,LC,No
GEOMETRIDAE,Gymnoscelis insulariata,LC,Yes,LC,Yes
GEOMETRIDAE,Gymnoscelis rufifasciata,LC,No,LC,No
GEOMETRIDAE,Gypsochroa renitidata,DD,No,DD,No
GEOMETRIDAE,Heliomata glarearia,LC,No,LC,No
GEOMETRIDAE,Heliothea discoidaria,LC,No,LC,No
GEOMETRIDAE,Hemistola chrysoprasaria,LC,No,LC,No
GEOMETRIDAE,Hemistola siciliana,LC,Yes,LC,Yes
GEOMETRIDAE,Hemithea aestivaria,LC,No,LC,No
GEOMETRIDAE,Herbulotina grandis,LC,Yes,LC,Yes
GEOMETRIDAE,Herbulotina maderae,DD,Yes,DD,Yes
GEOMETRIDAE,Heterolocha laminaria,DD,No,,No
GEOMETRIDAE,Heterothera serraria,LC,No,NT,No
GEOMETRIDAE,Heterothera taigana,DD,No,,No
GEOMETRIDAE,Holarctias rufinaria,DD,No,,No
GEOMETRIDAE,Holoterpna pruinosata,DD,No,DD,No
GEOMETRIDAE,Horisme aemulata,LC,No,LC,No
GEOMETRIDAE,Horisme aquata,EN,No,EN,No
GEOMETRIDAE,Horisme calligraphata,LC,No,VU,No
GEOMETRIDAE,Horisme corticata,LC,No,LC,No
GEOMETRIDAE,Horisme exoletata,VU,Yes,VU,Yes
GEOMETRIDAE,Horisme predotai,DD,Yes,DD,Yes
GEOMETRIDAE,Horisme radicaria,LC,Yes,LC,No
GEOMETRIDAE,Horisme scorteata,LC,No,LC,No
GEOMETRIDAE,Horisme tersata,LC,No,LC,No
GEOMETRIDAE,Horisme vitalbata,LC,No,LC,No
GEOMETRIDAE,Hospitalia flavolineata,LC,No,LC,No
GEOMETRIDAE,Hydrelia flammeolaria,LC,No,LC,No
GEOMETRIDAE,Hydrelia sylvata,LC,No,LC,No
GEOMETRIDAE,Hydria cervinalis,LC,No,LC,No
GEOMETRIDAE,Hydria gudarica,LC,No,LC,No
GEOMETRIDAE,Hydria montivagata,LC,No,LC,No
GEOMETRIDAE,Hydria undulata,LC,No,LC,No
GEOMETRIDAE,Hydriomena furcata,LC,No,LC,No
GEOMETRIDAE,Hydriomena impluviata,LC,No,LC,No
GEOMETRIDAE,Hydriomena ruberata,LC,No,LC,No
GEOMETRIDAE,Hydriomena sanfilensis,LC,Yes,LC,Yes
