Family,Species name,Europe Category,Europe Endemic,EU27 Category,EU27 Endemic
SPHINGIDAE,Deilephila porcellus,LC,No,LC,No
SPHINGIDAE,Dolbina elegans,LC,No,LC,No
SPHINGIDAE,Hemaris croatica,LC,No,LC,No
SPHINGIDAE,Hemaris fuciformis,LC,No,LC,No
SPHINGIDAE,Hemaris tityus,LC,No,LC,No
SPHINGIDAE,Hippotion celerio,LC,No,LC,No
SPHINGIDAE,Hippotion osiris,NA,No,NA,No
SPHINGIDAE,Hyles cretica,DD,Yes,DD,Yes
SPHINGIDAE,Hyles dahlii,LC,Yes,LC,Yes
SPHINGIDAE,Hyles euphorbiae,LC,No,LC,No
SPHINGIDAE,Hyles gallii,LC,No,LC,No
SPHINGIDAE,Hyles hippophaes,LC,No,NT,No
SPHINGIDAE,Hyles livornica,LC,No,LC,No
SPHINGIDAE,Hyles nicaea,EN,No,EN,No
SPHINGIDAE,Hyles vespertilio,VU,No,VU,No
SPHINGIDAE,Laothoe amurensis,LC,No,LC,No
SPHINGIDAE,Laothoe populi,LC,No,LC,No
SPHINGIDAE,Macroglossum stellatarum,LC,No,LC,No
SPHINGIDAE,Marumba quercus,LC,No,LC,No
SPHINGIDAE,Mimas tiliae,LC,No,LC,No
SPHINGIDAE,Proserpinus proserpina,LC,No,LC,No
SPHINGIDAE,Rethera komarovi,DD,No,DD,No
SPHINGIDAE,Smerinthus caecus,LC,No,DD,No
SPHINGIDAE,Smerinthus kindermannii,NA,No,NA,No
SPHINGIDAE,Smerinthus ocellata,LC,No,LC,No
SPHINGIDAE,Sphingonaepiopsisgorgoniades,LC,No,LC,No
SPHINGIDAE,Sphinx ligustri,LC,No,LC,No
SPHINGIDAE,Sphinx maurorum,LC,Yes,LC,No
SPHINGIDAE,Sphinx pinastri,LC,No,LC,No
SPHINGIDAE,Theretra alecto,LC,No,LC,No
THYRIDIDAE,Thyris fenestrella,NT,No,NT,No
URANIIDAE,Eversmannia exornata,LC,No,LC,No
ZYGAENIDAE,Adscita albanica,VU,No,VU,No
ZYGAENIDAE,Adscita alpina,EN,Yes,EN,No
ZYGAENIDAE,Adscita bolivari,LC,Yes,LC,Yes
ZYGAENIDAE,Adscita capitalis,EN,No,EN,No
ZYGAENIDAE,Adscita dujardini,EN,Yes,EN,No
ZYGAENIDAE,Adscita geryon,NT,No,VU,No
ZYGAENIDAE,Adscita italica,LC,No,LC,No
ZYGAENIDAE,Adscita jordani,NT,Yes,NT,Yes
ZYGAENIDAE,Adscita krymensis,DD,Yes,,No
ZYGAENIDAE,Adscita mannii,NT,No,NT,No
ZYGAENIDAE,Adscita obscura,EN,No,EN,No
ZYGAENIDAE,Adscita schmidti,NT,Yes,NT,Yes
ZYGAENIDAE,Adscita statices,LC,No,LC,No
ZYGAENIDAE,Aglaope infausta,LC,No,LC,No
ZYGAENIDAE,Jordanita algirica,NA,No,NA,No
ZYGAENIDAE,Jordanita anatolica,LC,No,LC,No
ZYGAENIDAE,Jordanita budensis,NT,No,NT,No
ZYGAENIDAE,Jordanita chloros,LC,No,NT,No
ZYGAENIDAE,Jordanita fazekasi,DD,Yes,DD,Yes
ZYGAENIDAE,Jordanita globulariae,LC,No,NT,No
ZYGAENIDAE,Jordanita graeca,NT,No,NT,No
ZYGAENIDAE,Jordanita hispanica,NT,Yes,NT,No
ZYGAENIDAE,Jordanita notata,NT,No,NT,No
ZYGAENIDAE,Jordanita paupera,DD,No,,No
ZYGAENIDAE,Jordanita subsolana,VU,No,VU,No
ZYGAENIDAE,Jordanita tenuicornis,LC,Yes,LC,Yes
ZYGAENIDAE,Jordanita vartianae,NT,Yes,NT,Yes
ZYGAENIDAE,Jordanita volgensis,DD,No,,No
ZYGAENIDAE,Rhagades amasina,LC,No,LC,No
ZYGAENIDAE,Rhagades predotae,NT,Yes,NT,Yes
ZYGAENIDAE,Rhagades pruni,NT,No,NT,No
ZYGAENIDAE,Theresimima ampellophaga,NT,No,NT,No
ZYGAENIDAE,Zygaena angelicae,LC,Yes,LC,No
ZYGAENIDAE,Zygaena anthyllidis,NT,Yes,NT,No
ZYGAENIDAE,Zygaena brizae,VU,No,VU,No
ZYGAENIDAE,Zygaena carniolica,LC,No,LC,No
ZYGAENIDAE,Zygaena centaureae,DD,No,,No
ZYGAENIDAE,Zygaena contaminei,VU,Yes,VU,Yes
ZYGAENIDAE,Zygaena corsica,LC,Yes,LC,Yes
ZYGAENIDAE,Zygaena cynarae,EN,No,EN,No
ZYGAENIDAE,Zygaena dorycnii,DD,No,,No
ZYGAENIDAE,Zygaena ephialtes,LC,No,LC,No
ZYGAENIDAE,Zygaena erythrus,LC,Yes,LC,Yes
ZYGAENIDAE,Zygaena exulans,LC,No,LC,No
ZYGAENIDAE,Zygaena fausta,NT,No,NT,No
ZYGAENIDAE,Zygaena filipendulae,LC,No,LC,No
ZYGAENIDAE,Zygaena hilaris,VU,Yes,VU,No
ZYGAENIDAE,Zygaena ignifera,EN,Yes,EN,Yes
ZYGAENIDAE,Zygaena laeta,LC,No,LC,No
ZYGAENIDAE,Zygaena lavandulae,NT,No,NT,No
ZYGAENIDAE,Zygaena lonicerae,LC,No,LC,No
ZYGAENIDAE,Zygaena loti,LC,No,LC,No
ZYGAENIDAE,Zygaena minos,LC,No,LC,No
ZYGAENIDAE,Zygaena nevadensis,NT,No,NT,No
ZYGAENIDAE,Zygaena occitanica,NT,Yes,NT,Yes
ZYGAENIDAE,Zygaena orana,NT,No,NT,No
ZYGAENIDAE,Zygaena osterodensis,NT,No,NT,No
ZYGAENIDAE,Zygaena oxytropis,LC,Yes,LC,Yes
ZYGAENIDAE,Zygaena punctum,LC,No,LC,No
ZYGAENIDAE,Zygaena purpuralis,LC,No,LC,No
ZYGAENIDAE,Zygaena rhadamanthus,VU,Yes,VU,Yes
ZYGAENIDAE,Zygaena romeo,LC,Yes,LC,No
ZYGAENIDAE,Zygaena rubicundus,LC,Yes,LC,Yes
ZYGAENIDAE,Zygaena sarpedon,NT,Yes,NT,No
ZYGAENIDAE,Zygaena sedi,NT,No,NT,No
ZYGAENIDAE,Zygaena transalpina,LC,Yes,LC,No
ZYGAENIDAE,Zygaena trifolii,LC,No,LC,No
ZYGAENIDAE,Zygaena viciae,LC,No,LC,No
